Image Number,Scientific Name,Common Name,Subject Display Name,Host Name,Host Scientific Name,Descriptor Name,Photographer,Organization,Orientation,Citation,Max Resolution,Image URL,Location (State),Location
5581642,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),garden tomato,Solanum lycopersicum,Sign,Edward Sikora,Auburn University,potrait,"Edward Sikora, Auburn University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5581642.jpg,us_1,Alabama
5581643,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5581643.jpg,us_1,Alabama
5581644,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),garden tomato,Solanum lycopersicum,Sign,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5581644.jpg,us_1,Alabama
5581651,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),soybean,Glycine max,Sign,Edward Sikora,Auburn University,potrait,"Edward Sikora, Auburn University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5581651.jpg,us_1,Alabama
5581657,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),soybean,Glycine max,Symptoms,Edward Sikora,Auburn University,potrait,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5581657.jpg,us_1,Alabama
5581658,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),soybean,Glycine max,Sign,Edward Sikora,Auburn University,potrait,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5581658.jpg,us_1,Alabama
5581659,Athelia rolfsii,southern blight,southern blight (Athelia rolfsii (Curzi) C.C. Tu & Kimbr.),soybean,Glycine max,Symptoms,Edward Sikora,Auburn University,potrait,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5581659.jpg,us_1,Alabama
5581645,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5581645.jpg,us_1,Alabama
5581646,Cercospora kikuchii,Cercospora blight,Cercospora blight (Cercospora kikuchii (Mastsumoto & Tomoyasu) M.W. Gardner),soybean,Glycine max,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5581646.jpg,us_1,Alabama
5582257,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Sign,Brian Ward,,landscape,"Brian Ward, Louisiana State University AgCenter, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5582257.jpg,us_1,Alabama
5582258,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Sign,Brian Ward,,landscape,"Brian Ward, Louisiana State University AgCenter, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5582258.jpg,us_1,Alabama
5582259,Cercospora sojina,frogeye leaf spot,frogeye leaf spot (Cercospora sojina K. Hara),soybean,Glycine max,Sign,Brian Ward,,landscape,"Brian Ward, Louisiana State University AgCenter, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5582259.jpg,us_1,Alabama
1568040,Clavibacter michiganensis ssp. michiganensis,bacterial canker and wilt of tomato,bacterial canker and wilt of tomato (Clavibacter michiganensis ssp. michiganensis (Smith 1910) Davis et al. 1984),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568040.jpg,us_1,Alabama
5581647,Comovirus Bean Pod Mottle Virus,Bean Pod Mottle Virus (BPMV),Bean Pod Mottle Virus (BPMV) (Comovirus Bean Pod Mottle Virus),soybean,Glycine max,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5581647.jpg,us_1,Alabama
5581648,Comovirus Bean Pod Mottle Virus,Bean Pod Mottle Virus (BPMV),Bean Pod Mottle Virus (BPMV) (Comovirus Bean Pod Mottle Virus),soybean,Glycine max,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5581648.jpg,us_1,Alabama
5581649,Comovirus Bean Pod Mottle Virus,Bean Pod Mottle Virus (BPMV),Bean Pod Mottle Virus (BPMV) (Comovirus Bean Pod Mottle Virus),soybean,Glycine max,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5581649.jpg,us_1,Alabama
5581650,Comovirus Bean Pod Mottle Virus,Bean Pod Mottle Virus (BPMV),Bean Pod Mottle Virus (BPMV) (Comovirus Bean Pod Mottle Virus),soybean,Glycine max,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5581650.jpg,us_1,Alabama
1568047,Cucumovirus Cucumber mosaic virus,cucumber mosaic virus (CMV),cucumber mosaic virus (CMV) (Cucumovirus Cucumber mosaic virus),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568047.jpg,us_1,Alabama
1568048,Cucumovirus Cucumber mosaic virus,cucumber mosaic virus (CMV),cucumber mosaic virus (CMV) (Cucumovirus Cucumber mosaic virus),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568048.jpg,us_1,Alabama
1568049,Cucumovirus Cucumber mosaic virus,cucumber mosaic virus (CMV),cucumber mosaic virus (CMV) (Cucumovirus Cucumber mosaic virus),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568049.jpg,us_1,Alabama
1568051,Cucumovirus Cucumber mosaic virus,cucumber mosaic virus (CMV),cucumber mosaic virus (CMV) (Cucumovirus Cucumber mosaic virus),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568051.jpg,us_1,Alabama
1568052,Cucumovirus Cucumber mosaic virus,cucumber mosaic virus (CMV),cucumber mosaic virus (CMV) (Cucumovirus Cucumber mosaic virus),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568052.jpg,us_1,Alabama
1568053,Cucumovirus Cucumber mosaic virus,cucumber mosaic virus (CMV),cucumber mosaic virus (CMV) (Cucumovirus Cucumber mosaic virus),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568053.jpg,us_1,Alabama
1568061,Cucumovirus Cucumber mosaic virus,cucumber mosaic virus (CMV),cucumber mosaic virus (CMV) (Cucumovirus Cucumber mosaic virus),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568061.jpg,us_1,Alabama
1568017,Fulvia fulva,Tomato Leaf Mould,Tomato Leaf Mould (Fulvia fulva (Cooke) Cif.),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568017.jpg,us_1,Alabama
1568004,Fusarium oxysporum f.sp. lycopersici,Fusarium wilt,Fusarium wilt (Fusarium oxysporum f.sp. lycopersici (Sacc.) W.C. Snyder & H.N. Hans.),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,potrait,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568004.jpg,us_1,Alabama
5581652,Grovesinia pyramidalis,zonate leaf spot,"zonate leaf spot (Grovesinia pyramidalis M.N. Cline, J.L. Crane & S.D. Cline)",garden tomato,Solanum lycopersicum,Sign,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5581652.jpg,us_1,Alabama
5581653,Grovesinia pyramidalis,zonate leaf spot,"zonate leaf spot (Grovesinia pyramidalis M.N. Cline, J.L. Crane & S.D. Cline)",garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5581653.jpg,us_1,Alabama
5581654,Grovesinia pyramidalis,zonate leaf spot,"zonate leaf spot (Grovesinia pyramidalis M.N. Cline, J.L. Crane & S.D. Cline)",garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5581654.jpg,us_1,Alabama
5581655,Grovesinia pyramidalis,zonate leaf spot,"zonate leaf spot (Grovesinia pyramidalis M.N. Cline, J.L. Crane & S.D. Cline)",garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",4,https://bugwoodcloud.org/images/1536x1024/5581655.jpg,us_1,Alabama
5591031,Macrophomina phaseolina,charcoal rot,charcoal rot (Macrophomina phaseolina (Tassi) Goidanich),soybean,Glycine max,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",3,https://bugwoodcloud.org/images/768x512/5591031.jpg,us_1,Alabama
5440185,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5440185.jpg,us_1,Alabama
5440186,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5440186.jpg,us_1,Alabama
5440187,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Symptoms,Edward Sikora,Auburn University,potrait,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5440187.jpg,us_1,Alabama
5440188,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Symptoms,Edward Sikora,Auburn University,potrait,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5440188.jpg,us_1,Alabama
5440189,Phakopsora pachyrhizi,soybean rust,soybean rust (Phakopsora pachyrhizi Syd. & P. Syd.),soybean,Glycine max,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/5440189.jpg,us_1,Alabama
1568021,Phytophthora,Phytophthora root and crown rots,Phytophthora root and crown rots (Genus Phytophthora De Bary),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568021.jpg,us_1,Alabama
1568022,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568022.jpg,us_1,Alabama
1568023,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568023.jpg,us_1,Alabama
1568024,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568024.jpg,us_1,Alabama
1568026,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568026.jpg,us_1,Alabama
1568027,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568027.jpg,us_1,Alabama
1568028,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568028.jpg,us_1,Alabama
1568029,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,potrait,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568029.jpg,us_1,Alabama
1568030,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,potrait,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568030.jpg,us_1,Alabama
1568031,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568031.jpg,us_1,Alabama
1568032,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,potrait,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568032.jpg,us_1,Alabama
1568033,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568033.jpg,us_1,Alabama
1568034,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,potrait,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568034.jpg,us_1,Alabama
1568035,Phytophthora infestans,late blight,late blight (Phytophthora infestans (Mont.) de Bary),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,potrait,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568035.jpg,us_1,Alabama
1568019,Phytophthora nicotianae,Phytophthora blight,Phytophthora blight (Phytophthora nicotianae Breda de Haan),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568019.jpg,us_1,Alabama
1568020,Phytophthora nicotianae,Phytophthora blight,Phytophthora blight (Phytophthora nicotianae Breda de Haan),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568020.jpg,us_1,Alabama
1568046,Pseudomonas syringae pv. tomato,bacterial speck of tomato,"bacterial speck of tomato (Pseudomonas syringae pv. tomato (Okabe 1933) Young, Dye & Wilkie 1978)",garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568046.jpg,us_1,Alabama
1568041,Ralstonia solanacearum (except Race 3 Biovar 2),Southern bacterial wilt,Southern bacterial wilt (Ralstonia solanacearum (except Race 3 Biovar 2) (Smith 1896) Yabuuchi et al. 1996),garden tomato,Solanum lycopersicum,Symptoms,Jackie Mullen,Auburn University,landscape,"Jackie Mullen, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568041.jpg,us_1,Alabama
1568012,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568012.jpg,us_1,Alabama
1568013,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568013.jpg,us_1,Alabama
1568014,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568014.jpg,us_1,Alabama
1568016,Tospovirus Tomato spotted wilt virus,tomato spotted wilt virus (TSWV),tomato spotted wilt virus (TSWV) (Tospovirus Tomato spotted wilt virus),garden tomato,Solanum lycopersicum,Symptoms,Edward Sikora,Auburn University,landscape,"Edward Sikora, Auburn University, Bugwood.org ",5,https://bugwoodcloud.org/images/3072x2048/1568016.jpg,us_1,Alabama
